File_ID,Access_Frequency,Frequnecy_of_Access,File_Size,File_Lifecycle_Stage,Modification_Frequency,File_Age,Storage_Tier
File_1139,6.0002,1.2536,23.7988,16.9051,10.2845,0.0,Warm
File_1140,5.9779,3.4581,19.0023,16.7983,12.229,0.0,Warm
File_1141,5.6692,10.6153,12.4758,8.877,4.1248,5.242,Warm
File_1142,23.5435,24.97,0.0,0.0,22.6364,0.5617,Hot
File_1143,17.2866,2.6392,27.1059,6.4819,7.5342,0.0,Warm
File_1144,19.1369,7.8284,6.7629,13.7425,19.252,0.0,Warm
File_1145,15.8901,9.5591,14.1168,17.0593,11.8873,0.0,Warm
File_1146,16.4963,16.767,4.27,8.7353,3.9258,9.0643,Warm
File_1147,15.8117,22.1878,0.0,0.0,25.7614,0.6648,Warm
File_1148,16.8092,4.6202,25.5433,17.1498,10.927,0.0,Hot
File_1149,10.1121,5.4872,17.5217,9.1937,15.3622,0.0,Warm
File_1150,4.1254,29.0212,0.0,0.0,12.6102,0.7695,Warm
File_1151,11.5969,7.3037,7.2205,3.08,3.522,1.0432,Cold
File_1152,11.756,28.3672,0.0,0.0,23.7889,2.5743,Warm
File_1153,3.4513,12.4782,13.8615,4.7915,8.0764,2.9401,Warm
File_1154,19.9945,6.2841,3.8271,6.0406,5.0687,4.1503,Warm
File_1155,2.4098,2.9149,22.9545,8.6499,2.7169,0.0,Cold
File_1156,13.6338,5.5895,0.0,0.0,21.7343,1.9806,Warm
File_1157,14.4501,10.1426,0.0,0.0,3.3851,3.8962,Cold
File_1158,16.3092,13.3225,6.9997,1.8613,1.5493,4.0613,Warm
File_1159,17.3329,15.8733,4.1776,7.455,2.512,6.044,Warm
File_1160,18.836,1.6215,25.3901,7.0181,17.8854,0.0,Hot
File_1161,13.7804,25.1024,0.0,0.0,14.8884,1.6158,Warm
File_1162,4.2758,7.6219,7.2593,13.8363,2.0404,0.0,Cold
File_1163,7.5947,16.5209,0.0,0.0,12.0694,2.5678,Cold
File_1164,15.6141,13.121,0.0,0.0,6.5594,2.7663,Cold
File_1165,7.0367,20.7753,11.3859,9.6656,7.1054,1.895,Warm
File_1166,5.2874,19.5531,10.1887,9.1253,2.7192,7.8671,Warm
File_1167,9.822,9.6452,3.4584,16.4429,16.0553,0.0,Warm
File_1168,12.9935,21.1193,0.0,0.0,7.605,2.9047,Warm
File_1169,6.658,9.1521,24.8815,2.4093,5.3645,0.0,Warm
File_1170,4.1514,4.1988,20.6904,13.7572,7.4949,0.0,Warm
File_1171,3.5036,27.2992,0.0,0.0,29.005,4.6722,Warm
File_1172,10.3175,5.3777,28.3363,4.6261,17.8108,0.0,Warm
File_1173,8.3354,4.01,25.5432,10.2441,6.2039,0.0,Warm
File_1174,17.4338,5.1469,16.1953,5.34,5.4109,0.0,Warm
File_1175,4.2018,21.466,13.4392,2.6609,7.0577,3.1631,Warm
File_1176,9.6974,7.9154,7.5944,16.4223,11.0811,0.0,Warm
File_1177,22.7804,22.9081,13.6358,5.9137,9.0525,5.7097,Hot
File_1178,28.4683,14.1162,4.4895,8.6132,3.4617,3.8377,Warm
File_1179,9.9777,15.8224,2.61,5.4144,9.4108,9.6227,Warm
File_1180,29.571,17.4392,3.6272,8.7826,1.7265,4.9324,Warm
File_1181,18.5123,3.8279,24.8785,11.2162,5.9523,0.0,Warm
File_1182,14.5579,17.4271,0.0,0.0,26.8472,3.3271,Warm
File_1183,21.7747,8.5115,0.0,0.0,8.0204,2.5449,Warm
File_1184,21.1497,3.1425,12.4397,2.1226,8.9665,5.9305,Warm
File_1185,19.3596,6.325,0.0,0.0,15.443,4.4064,Warm
File_1186,3.5699,7.221,29.1945,16.3254,17.1544,0.0,Hot
File_1187,9.8072,6.6621,16.0553,10.2524,10.7895,0.0,Warm
File_1188,6.6574,3.9954,4.695,12.0827,17.6035,0.0,Warm
File_1189,4.8185,5.5468,10.1916,1.1775,2.6052,6.5081,Cold
File_1190,32.2697,13.7813,0.0,0.0,17.1185,2.2714,Warm
File_1191,32.3911,13.1554,0.0,0.0,21.3644,2.1975,Warm
File_1192,21.2607,12.4591,0.0,0.0,7.4253,1.4341,Warm
File_1193,20.0103,15.3151,0.0,0.0,3.5035,1.0509,Cold
File_1194,5.0697,29.6725,0.0,0.0,5.855,2.603,Warm
File_1195,2.7067,6.1421,21.531,11.6145,10.8302,0.0,Warm
File_1196,7.1743,1.1982,12.7027,10.8125,15.5335,0.0,Warm
File_1197,10.7399,4.3338,0.0,0.0,24.7641,1.8096,Warm
File_1198,9.4695,7.9387,0.0,0.0,16.4875,3.8099,Cold
File_1199,2.9091,2.495,8.9855,4.6783,13.7154,0.0,Cold
File_1200,11.2873,22.8133,0.0,0.0,28.0606,1.5397,Warm
File_1201,12.0743,4.3697,20.7527,14.8166,15.5372,0.0,Warm
File_1202,15.5355,16.433,0.0,0.0,18.1894,1.0692,Warm
File_1203,24.1681,7.4336,0.0,0.0,11.6434,0.7647,Warm
File_1204,17.3932,16.4826,0.0,0.0,25.3027,0.9961,Warm
File_1205,8.6247,8.2123,0.0,0.0,13.1661,0.6895,Cold
File_1206,14.893,16.7751,11.8548,4.844,2.1807,4.8729,Warm
File_1207,2.324,3.3899,3.6014,4.701,17.2593,0.0,Cold
File_1208,6.744,2.4202,22.8147,6.9164,8.9357,0.0,Warm
File_1209,23.4627,21.9783,11.3391,3.6309,3.6624,9.6408,Hot
File_1210,6.306,16.9535,10.2798,6.4882,2.4615,1.0736,Warm
File_1211,8.853,6.1427,7.2356,17.5404,18.0992,0.0,Warm
File_1212,15.8163,23.732,14.7795,4.5039,1.8808,9.7861,Hot
File_1213,19.3354,8.7482,3.9781,4.9946,6.7486,2.7309,Warm
File_1214,20.0828,6.7786,13.2821,4.8235,4.9008,1.6674,Warm
File_1215,17.4926,8.9707,6.8111,19.5424,12.7439,0.0,Warm
File_1216,14.6509,19.9121,12.4773,9.6455,7.737,6.1494,Hot
File_1217,21.3611,11.8521,1.9377,3.9078,4.3606,3.6137,Warm
File_1218,24.9378,20.0621,3.3901,1.7448,2.6254,5.3721,Warm
File_1219,22.6486,12.3924,3.1188,7.5142,3.2622,4.3562,Warm
File_1220,8.9567,21.6242,6.6793,7.2287,7.2222,6.4549,Warm
File_1221,11.7283,17.0532,14.325,7.674,6.6722,3.0424,Warm
File_1222,11.7705,4.5302,0.0,0.0,19.6624,1.3701,Cold
File_1223,5.5482,20.1332,0.0,0.0,20.809,4.1123,Warm
File_1224,16.3867,5.0069,4.3183,17.5699,13.6187,0.0,Warm
File_1225,9.6384,3.8271,0.0,0.0,6.8791,0.7542,Cold
File_1226,8.3291,9.6272,24.6385,8.3805,2.1479,0.0,Warm
File_1227,28.9927,17.8689,5.2475,9.2616,4.2827,3.5967,Warm
File_1228,3.7101,18.559,0.0,0.0,13.5042,3.0227,Cold
File_1229,13.1727,1.9902,22.2334,6.952,19.1125,0.0,Warm
File_1230,8.1766,16.6509,9.9034,8.3463,9.596,8.5988,Warm
File_1231,8.2927,4.3501,0.0,0.0,28.1198,4.5362,Warm
File_1232,33.1748,7.5924,0.0,0.0,9.2991,1.0538,Warm
File_1233,5.9569,3.5791,3.0978,6.512,7.7671,3.1237,Cold
File_1234,6.7663,2.6316,10.3465,9.3004,1.2821,1.1137,Cold
File_1235,5.9842,23.9708,0.0,0.0,19.2054,3.9842,Warm
File_1236,10.5828,8.5099,27.0902,16.0815,12.003,0.0,Hot
File_1237,13.1803,17.7317,0.0,0.0,18.4149,2.6425,Warm
File_1238,26.0515,13.5003,0.0,0.0,7.6774,1.9136,Warm
File_1239,19.0488,3.1084,0.0,0.0,24.5969,4.434,Warm
File_1240,7.6374,6.9397,24.1537,4.3099,12.9715,0.0,Warm
File_1241,17.3622,3.9781,23.2796,16.8924,14.3682,0.0,Hot
File_1242,23.6674,8.3936,14.4148,9.5816,4.1499,4.159,Warm
File_1243,14.4104,7.5424,6.9399,16.5186,18.7648,0.0,Warm
File_1244,6.346,6.6288,8.5024,14.0057,14.0953,0.0,Warm
File_1245,10.7548,9.2546,29.1756,7.5185,13.6596,0.0,Hot
File_1246,23.1689,24.3816,10.842,9.4033,9.8115,9.0623,Hot
File_1247,12.1672,2.0427,18.3367,13.0578,15.5796,0.0,Warm
File_1248,14.7413,26.6141,0.0,0.0,14.0972,2.9365,Warm
File_1249,13.4251,17.0508,1.6822,7.4657,9.7851,6.9519,Warm
File_1250,23.1131,12.7192,9.158,4.4395,4.1813,8.9632,Warm
File_1251,14.3995,10.5556,0.0,0.0,21.073,2.426,Warm
File_1252,9.4008,24.9835,0.0,0.0,13.6705,2.8046,Warm
File_1253,8.7615,5.842,0.0,0.0,8.5841,3.283,Cold
File_1254,15.5677,21.5153,7.1248,6.3405,7.4596,8.507,Warm
File_1255,25.4629,4.3888,1.9604,1.0459,7.6205,2.9609,Warm
File_1256,11.401,9.6694,3.247,8.1742,9.4906,7.8871,Warm
File_1257,3.3793,4.5747,29.3403,10.3674,7.73,0.0,Warm
File_1258,4.1088,20.3837,1.7314,5.9331,9.788,2.2289,Warm
File_1259,3.7168,7.4609,18.5257,15.5415,18.5322,0.0,Warm
File_1260,14.2166,16.7043,7.283,1.3274,6.5002,9.668,Warm
File_1261,8.0456,9.5164,8.0601,6.1942,19.5704,0.0,Warm
File_1262,14.588,10.4964,7.3872,4.8821,1.7589,6.2463,Warm
File_1263,15.8482,13.3025,3.5709,1.8313,9.6774,6.8192,Warm
File_1264,9.0836,2.584,12.9278,18.7258,3.22,0.0,Warm
File_1265,16.9434,2.8889,12.0429,9.6981,6.0523,5.6309,Warm
File_1266,29.0545,4.3242,0.0,0.0,6.798,3.3157,Warm
File_1267,34.0631,7.4184,0.0,0.0,9.9861,4.6236,Warm
File_1268,12.0401,5.036,11.0194,3.3249,17.6017,0.0,Warm
File_1269,15.4192,10.5414,6.0923,2.7471,8.2376,2.3569,Warm
File_1270,30.5297,25.7245,0.0,0.0,21.1094,3.4678,Hot
File_1271,15.5404,26.7715,0.0,0.0,7.7828,4.3937,Warm
File_1272,8.2864,3.5184,23.1631,4.8855,8.5427,0.0,Warm
File_1273,15.8415,10.7326,0.0,0.0,23.0557,3.9723,Warm
File_1274,10.737,9.1438,11.6282,9.4235,8.7128,9.0266,Warm
File_1275,6.577,4.9499,20.4085,15.7903,5.6477,0.0,Warm
File_1276,20.8621,5.9821,0.0,0.0,9.0051,0.7965,Cold
File_1277,10.6411,17.0276,0.0,0.0,14.0321,1.9212,Warm
File_1278,25.1459,9.1092,11.6207,3.2838,6.8328,6.298,Warm
File_1279,23.6042,14.9203,9.6577,8.0121,7.0032,8.8419,Hot
File_1280,15.8133,3.0971,26.4316,14.9813,14.1072,0.0,Hot
File_1281,10.4335,23.8837,12.314,3.6541,9.2099,9.8615,Warm
File_1282,14.146,7.757,24.0751,18.6663,18.3372,0.0,Hot
File_1283,27.066,17.9312,0.0,0.0,4.4103,4.9268,Warm
File_1284,15.6551,13.1231,10.293,6.8071,7.8907,7.3525,Warm
File_1285,25.8075,17.4743,0.0,0.0,29.3868,0.8068,Hot
File_1286,7.2754,6.1525,0.0,0.0,6.7503,2.1824,Cold
File_1287,27.8268,15.1819,0.0,0.0,19.7374,3.4822,Warm
File_1288,9.8939,8.4544,26.9652,14.7962,2.6796,0.0,Warm
File_1289,4.3218,5.3302,14.0215,8.2187,3.0812,0.0,Cold
File_1290,24.755,22.745,0.0,0.0,22.7029,3.4001,Hot
File_1291,2.753,1.4149,26.2319,15.6124,17.2201,0.0,Warm
File_1292,17.8326,7.6031,11.5807,19.3146,12.7527,0.0,Warm
File_1293,7.3203,26.1919,0.0,0.0,4.4507,0.618,Cold
File_1294,3.8208,24.7818,0.0,0.0,20.8299,2.9418,Warm
File_1295,9.6566,15.3656,0.0,0.0,4.4585,4.4819,Cold
File_1296,8.4629,17.8509,13.0111,3.8372,3.2597,8.5659,Warm
File_1297,16.31,7.7528,12.2798,6.6765,5.5706,0.0,Warm
File_1298,9.6557,9.7847,8.9429,2.192,8.7464,0.0,Cold
File_1299,26.7936,15.3974,8.3355,3.1051,1.5825,7.7125,Warm
File_1300,18.1271,21.7225,5.0117,3.7861,9.0901,7.0838,Warm
File_1301,20.8507,23.4286,0.0,0.0,9.0786,1.6424,Warm
File_1302,12.0992,8.1926,10.4154,5.418,19.6081,0.0,Warm
File_1303,29.2683,8.1944,0.0,0.0,4.9852,0.7897,Warm
File_1304,9.16,15.4274,4.1393,2.341,2.3632,4.4762,Cold
File_1305,19.8888,7.1158,0.0,0.0,12.1008,4.8834,Warm
File_1306,28.6274,8.5413,0.0,0.0,8.5667,3.4235,Warm
File_1307,22.4036,23.6007,0.0,0.0,11.4178,1.5265,Warm
File_1308,15.6135,5.4113,0.0,0.0,11.7449,2.6092,Cold
File_1309,5.8137,22.3395,5.4793,5.7047,4.7015,7.4059,Warm
File_1310,23.4616,19.289,6.9717,3.492,9.1917,2.9215,Warm
File_1311,5.6738,4.8151,28.3384,2.0573,10.4906,0.0,Warm
File_1312,22.0033,14.7996,2.493,1.9708,4.6688,9.4012,Warm
File_1313,4.3725,21.1154,13.9314,1.4627,9.1553,3.9712,Warm
File_1314,11.6923,16.8219,1.984,5.64,6.8,6.6972,Warm
File_1315,16.0672,24.3287,0.0,0.0,29.5137,4.0461,Hot
File_1316,24.1229,12.3148,0.0,0.0,11.016,1.4966,Warm
File_1317,15.0618,16.7977,11.2235,9.0273,4.3849,5.8631,Warm
File_1318,27.5777,6.1857,9.9016,7.053,2.9475,1.5471,Warm
File_1319,7.4911,7.5503,10.2595,5.3247,8.9278,7.1679,Warm
File_1320,23.9243,10.773,9.2372,6.0538,8.2728,7.3222,Warm
File_1321,22.4708,27.2983,0.0,0.0,6.3281,1.2954,Warm
File_1322,19.3461,1.4772,24.6695,3.6859,9.7715,0.0,Warm
File_1323,27.5535,24.6102,0.0,0.0,5.0855,2.1563,Warm
File_1324,21.1998,22.6723,9.5864,8.1372,9.7521,4.9307,Hot
File_1325,18.5706,6.8431,3.9802,3.0552,14.0745,0.0,Warm
File_1326,14.2938,3.7849,9.8411,5.4455,9.1718,4.8178,Warm
File_1327,10.6704,8.067,28.5819,12.4193,4.2642,0.0,Warm
File_1328,3.4371,4.538,26.8715,6.4309,12.9846,0.0,Warm
File_1329,14.7881,17.5627,4.0329,2.8542,1.9852,4.759,Warm
File_1330,19.8607,9.2681,14.4337,2.1211,3.4907,8.9021,Warm
File_1331,7.1585,24.4658,0.0,0.0,11.9307,1.1006,Warm
File_1332,17.9098,7.4195,15.1643,7.7354,6.5974,0.0,Warm
File_1333,30.6841,10.9304,0.0,0.0,25.393,1.3336,Warm
File_1334,7.1799,2.5339,28.5189,10.3396,13.9006,0.0,Warm
File_1335,16.979,6.1308,13.5374,8.5816,6.272,0.0,Warm
File_1336,18.9384,16.8671,0.0,0.0,28.498,1.1353,Warm
File_1337,17.2111,5.4187,0.0,0.0,7.1686,2.7971,Cold
File_1338,8.4661,5.3634,26.1026,10.8704,7.8958,0.0,Warm
File_1339,8.3044,15.6253,7.3879,7.7835,1.057,8.2762,Warm
File_1340,3.4921,2.6286,16.0424,10.8018,13.4573,0.0,Warm
File_1341,27.1856,12.3247,1.7953,7.7176,6.7478,2.5315,Warm
File_1342,21.3124,27.8297,0.0,0.0,4.0737,1.4455,Warm
File_1343,31.6616,21.8385,0.0,0.0,18.1554,0.8329,Hot
File_1344,17.2578,28.449,0.0,0.0,17.4408,2.981,Warm
File_1345,2.7122,2.6103,12.4066,11.7968,4.2502,0.0,Cold
File_1346,18.3553,9.6022,16.9212,4.5809,6.3419,0.0,Warm
File_1347,9.1334,20.562,10.7706,2.1114,3.8821,6.354,Warm
File_1348,19.6984,6.818,0.0,0.0,13.6998,4.7853,Warm
File_1349,22.8197,8.3318,9.8074,1.3122,7.7531,6.6881,Warm
File_1350,11.0255,20.1563,11.3315,9.7612,6.7192,5.5948,Warm
File_1351,23.6378,10.0646,0.0,0.0,18.432,0.927,Warm
File_1352,2.2917,2.6934,12.3533,4.2147,6.2167,0.0,Cold
File_1353,17.8318,9.2094,0.0,0.0,3.7752,0.6815,Cold
File_1354,18.2059,8.0839,0.0,0.0,15.43,3.1511,Warm
File_1355,30.7743,7.4808,0.0,0.0,12.1972,1.3287,Warm
File_1356,10.6671,3.946,5.2459,18.8686,12.6545,0.0,Warm
File_1357,4.3871,4.5896,4.3853,5.0154,7.3733,4.848,Cold
File_1358,24.8209,25.6623,0.0,0.0,25.4339,0.7533,Hot
File_1359,11.7979,24.3652,5.5898,9.2593,4.0012,2.7049,Warm
File_1360,18.5642,4.4454,0.0,0.0,18.0146,4.6388,Warm
File_1361,10.55,22.2022,8.5345,3.455,4.4672,2.8749,Warm
File_1362,26.2506,25.3554,0.0,0.0,11.3886,1.472,Warm
File_1363,9.2561,5.2197,28.1805,15.8066,19.4294,0.0,Hot
File_1364,28.2717,18.704,0.0,0.0,26.4197,2.1375,Hot
File_1365,21.183,21.3275,3.1755,2.5818,1.9969,7.8886,Warm
File_1366,9.3165,1.0072,18.0242,9.4623,7.4445,0.0,Warm
File_1367,7.1803,14.5341,4.9972,6.5303,2.2682,1.4229,Cold
File_1368,4.7071,14.0066,12.5446,8.5786,3.3285,6.5214,Warm
File_1369,5.1873,3.1523,7.5474,14.5164,11.5956,0.0,Warm
File_1370,14.9903,5.6998,12.5183,13.6737,3.1188,0.0,Warm
File_1371,13.0452,8.4496,16.9047,11.1049,11.1843,0.0,Warm
File_1372,23.6496,2.7075,6.984,1.7117,1.0999,8.323,Warm
File_1373,16.7467,9.0357,3.6919,3.2004,5.0232,6.6374,Warm
File_1374,27.4828,16.4354,0.0,0.0,5.2434,1.7734,Warm
File_1375,13.005,25.0844,0.0,0.0,3.8955,4.4307,Warm
File_1376,16.0353,8.5245,7.7201,4.7452,11.7415,0.0,Warm
File_1377,13.1106,6.2429,11.2133,2.4043,3.5392,5.6923,Warm
File_1378,23.0319,16.3824,5.1642,3.5271,8.7415,7.6799,Warm
File_1379,3.5513,20.5335,6.2136,8.4284,2.4043,4.6225,Warm
File_1380,15.9462,3.6176,12.009,9.7991,4.8975,1.5326,Warm
File_1381,34.2911,18.6335,0.0,0.0,20.5356,1.6926,Hot
File_1382,31.7564,17.3366,0.0,0.0,13.6001,3.0601,Warm
File_1383,34.5506,20.156,0.0,0.0,21.9292,2.2384,Hot
File_1384,16.3887,24.0203,0.0,0.0,4.8403,1.3594,Warm
File_1385,5.0111,3.5894,8.4682,1.4083,3.6187,1.5757,Cold
File_1386,6.723,9.6406,6.2111,18.1743,5.3203,0.0,Warm
File_1387,33.9627,16.9757,0.0,0.0,18.0668,0.6019,Warm
File_1388,9.2539,9.5143,13.8316,9.4169,12.8803,0.0,Warm
File_1389,6.219,25.8893,0.0,0.0,17.9188,1.4377,Warm
File_1390,28.6439,15.5078,11.8747,9.2213,3.0696,5.4519,Hot
File_1391,26.6823,12.6031,0.0,0.0,18.4658,0.9587,Warm
File_1392,18.0622,1.4052,18.2806,4.0712,4.3741,0.0,Warm
File_1393,27.8838,5.412,0.0,0.0,12.7613,4.1605,Warm
File_1394,19.0292,9.7926,22.0925,15.4373,16.8166,0.0,Hot
File_1395,3.9537,5.1893,16.9869,8.265,9.4024,0.0,Warm
File_1396,3.9208,13.8027,7.4657,9.4977,2.4495,1.9378,Cold
File_1397,19.7591,10.2968,4.6375,6.6357,3.0669,6.3568,Warm
File_1398,21.6719,28.0374,0.0,0.0,7.0743,0.8208,Warm
File_1399,18.1814,20.4167,6.1601,5.2167,9.5207,4.1248,Warm
File_1400,3.5806,5.0594,22.983,18.6707,8.8281,0.0,Warm
File_1401,4.0117,7.4431,6.7715,8.6422,8.6016,5.3811,Warm
File_1402,14.8389,22.725,6.6233,6.0769,1.7916,8.2287,Warm
File_1403,30.1621,16.0225,0.0,0.0,27.5491,3.4546,Hot
File_1404,3.5593,8.4205,0.0,0.0,24.6516,0.9234,Cold
File_1405,10.9716,10.5722,14.6534,3.0254,6.8916,7.9962,Warm
File_1406,10.1288,5.8603,23.0315,13.8445,8.7237,0.0,Warm
File_1407,13.9853,29.5394,0.0,0.0,4.4044,3.3864,Warm
File_1408,2.2703,6.7551,22.1101,4.8072,3.6519,0.0,Cold
File_1409,28.8726,25.0177,0.0,0.0,3.6177,0.8751,Warm
File_1410,21.3649,26.3892,0.0,0.0,20.762,4.0983,Hot
File_1411,25.2276,4.1414,1.5838,4.0314,7.8827,7.812,Warm
File_1412,11.6364,6.9245,7.1124,15.8552,5.6078,0.0,Warm
File_1413,13.1764,9.3058,8.5906,16.4729,11.1787,0.0,Warm
File_1414,14.5238,20.6385,13.9054,5.0848,8.3521,5.4205,Warm
File_1415,6.6239,9.3954,11.0749,13.1869,8.6488,0.0,Warm
File_1416,10.1555,5.5696,0.0,0.0,13.239,2.8648,Cold
File_1417,17.0913,24.6502,0.0,0.0,6.3057,0.7022,Warm
File_1418,14.7663,6.7137,21.8456,10.7444,15.8164,0.0,Warm
File_1419,10.0797,3.7304,22.4844,19.1952,9.4167,0.0,Warm
File_1420,17.1513,7.2969,18.4583,9.0924,16.8411,0.0,Warm
File_1421,3.9964,7.2602,0.0,0.0,26.5007,3.4502,Warm
File_1422,5.4233,9.9346,0.0,0.0,28.1279,1.9877,Warm
File_1423,15.5645,4.3396,24.2834,7.1451,5.8579,0.0,Warm
File_1424,22.2439,19.9382,9.0346,5.8237,9.7427,3.379,Hot
File_1425,24.0713,21.5045,0.0,0.0,12.362,4.7378,Warm
File_1426,29.1702,26.3478,0.0,0.0,29.3678,3.9274,Hot
File_1427,6.2293,5.4711,3.4796,10.1078,19.72,0.0,Warm
File_1428,19.7977,5.7973,3.2476,7.4138,12.9703,0.0,Warm
File_1429,13.4847,5.8911,3.9369,10.0338,5.4889,0.0,Cold
File_1430,24.1836,5.6948,13.2999,5.7669,3.8698,2.9673,Warm
File_1431,4.3967,8.2316,29.5233,18.7041,5.5596,0.0,Warm
File_1432,13.7997,6.5518,28.8135,11.5054,4.8799,0.0,Warm
File_1433,5.7087,9.7261,21.0385,16.4786,17.2957,0.0,Hot
File_1434,9.2358,7.6736,0.0,0.0,7.4871,3.9366,Cold
File_1435,25.445,22.2226,8.7155,7.4149,6.759,9.2154,Hot
File_1436,6.8494,9.2913,17.5125,15.0209,3.9305,0.0,Warm
File_1437,30.4914,21.482,0.0,0.0,20.2283,3.0644,Hot
File_1438,17.8958,25.2028,0.0,0.0,27.0214,0.7454,Hot
File_1439,22.358,15.5609,12.3319,1.7368,1.4868,2.2955,Warm
File_1440,11.4615,18.2603,0.0,0.0,27.0469,2.0325,Warm
File_1441,29.3606,18.8583,6.6324,2.7022,7.4037,2.6942,Warm
File_1442,24.1547,10.9703,2.8375,2.4962,7.0286,3.8237,Warm
File_1443,24.5167,21.9365,1.9257,2.4454,3.6978,5.0584,Warm
File_1444,9.3257,23.1849,0.0,0.0,7.2274,3.956,Warm
File_1445,9.442,17.9485,0.0,0.0,25.8191,2.7345,Warm
File_1446,29.5188,19.5198,0.0,0.0,13.4642,3.7709,Warm
File_1447,32.274,12.0204,0.0,0.0,7.4941,0.9394,Warm
File_1448,6.364,23.3831,6.6118,2.5068,1.9731,6.6732,Warm
File_1449,17.3266,9.0531,23.7613,15.5217,5.9779,0.0,Hot
File_1450,10.8325,21.5538,6.4158,1.2157,3.3449,3.5745,Warm
File_1451,7.8683,17.8087,5.802,4.3493,5.8786,4.5845,Warm
File_1452,16.5132,4.8892,0.0,0.0,11.2069,2.063,Cold
File_1453,2.5134,2.1545,6.0108,7.7452,13.956,0.0,Cold
File_1454,14.2359,4.0579,29.2961,19.3637,2.8174,0.0,Warm
File_1455,6.4728,9.315,27.8152,17.2828,18.5147,0.0,Hot
File_1456,26.0788,9.0435,0.0,0.0,27.5457,2.7873,Warm
File_1457,15.176,1.3821,25.0829,18.5385,16.5622,0.0,Hot
File_1458,7.0244,9.1405,10.3,17.3502,15.9166,0.0,Warm
File_1459,31.6538,25.8689,0.0,0.0,12.3136,4.7392,Hot
File_1460,16.7145,9.6322,8.0708,9.2624,6.2646,8.1254,Warm
File_1461,21.2151,20.4829,0.0,0.0,3.9269,1.3509,Warm
File_1462,14.0216,20.1893,11.1323,9.3674,9.8601,7.8912,Hot
File_1463,20.6013,7.6024,7.1235,8.7077,5.8832,4.4357,Warm
File_1464,20.6715,24.6582,12.4904,1.8414,7.719,7.5078,Hot
File_1465,24.4944,15.7644,4.2659,7.3069,3.8462,7.3927,Warm
File_1466,21.3666,11.1751,7.7189,3.7147,5.2832,5.3275,Warm
File_1467,13.6603,7.8661,0.0,0.0,29.5543,3.0486,Warm
File_1468,25.0446,22.3744,0.0,0.0,13.7811,3.2408,Warm
File_1469,31.119,19.1145,0.0,0.0,19.5443,3.8072,Hot
File_1470,17.5331,9.3868,10.2549,5.1144,10.6163,0.0,Warm
File_1471,22.7325,15.2509,0.0,0.0,6.2415,3.9578,Warm
File_1472,9.455,2.6206,3.1047,6.439,5.4153,9.3945,Cold
File_1473,6.6542,29.266,0.0,0.0,17.2446,2.342,Warm
File_1474,14.3465,15.7232,3.7278,8.1476,2.5494,5.3935,Warm
File_1475,8.8841,20.5308,0.0,0.0,14.4864,1.3447,Warm
File_1476,14.6133,15.6961,0.0,0.0,7.843,4.0079,Warm
File_1477,25.4641,16.917,0.0,0.0,13.9487,3.9171,Warm
File_1478,14.6266,9.7901,4.4135,1.9077,4.2087,5.4331,Warm
File_1479,27.1373,11.3574,0.0,0.0,13.6839,4.5895,Warm
File_1480,29.3213,11.2922,5.3298,2.1142,2.8814,3.8946,Warm
File_1481,3.2818,9.0197,5.1125,17.7875,18.1542,0.0,Warm
File_1482,14.5409,2.0347,20.2585,10.2246,6.3255,0.0,Warm
File_1483,26.203,10.3129,11.9709,7.9218,8.1385,2.8492,Warm
File_1484,14.252,1.5489,28.7786,18.4079,13.4958,0.0,Hot
File_1485,18.5052,7.8417,24.7318,18.9861,5.1353,0.0,Hot
File_1486,6.114,26.4284,0.0,0.0,3.2225,1.3729,Cold
File_1487,10.169,7.3536,0.0,0.0,23.2473,0.6064,Warm
File_1488,29.8644,19.638,0.0,0.0,6.0455,4.0981,Warm
File_1489,6.8618,16.9305,2.189,9.8445,4.3318,3.7146,Warm
File_1490,28.5653,3.7574,0.0,0.0,16.3065,1.0105,Warm
File_1491,4.0728,26.7725,0.0,0.0,23.5705,1.0096,Warm
File_1492,20.5508,18.9334,0.0,0.0,11.1488,3.8689,Warm
File_1493,6.617,12.0947,0.0,0.0,5.4436,1.7419,Cold
File_1494,3.5626,4.8961,6.1384,14.337,17.6832,0.0,Warm
File_1495,29.0334,14.0944,0.0,0.0,23.7583,1.4738,Warm
File_1496,3.4284,1.632,10.091,7.4719,10.0185,0.0,Cold
File_1497,14.4794,11.9104,12.7497,4.2612,7.6308,7.0446,Warm
File_1498,16.3636,2.3518,21.5259,10.0738,13.0891,0.0,Warm
File_1499,13.0972,13.94,7.8451,6.3698,3.5275,7.4696,Warm
File_1500,6.1344,6.5332,0.0,0.0,26.2721,0.9671,Cold
File_1501,5.6851,20.6342,3.2235,3.6831,4.0005,5.7778,Warm
File_1502,3.8743,7.3494,15.7561,6.0038,16.2389,0.0,Warm
File_1503,11.7984,7.9181,16.4862,16.8784,5.8795,0.0,Warm
File_1504,25.9334,18.6129,9.9736,7.8636,5.2962,5.7069,Hot
File_1505,23.1136,13.4915,0.0,0.0,6.7937,4.8071,Warm
File_1506,14.8035,23.628,9.3818,1.2597,3.6481,4.6195,Warm
File_1507,23.4157,11.1559,11.3262,6.4431,4.365,2.702,Warm
File_1508,10.2817,7.0432,18.2846,6.1681,14.6679,0.0,Warm
File_1509,12.3576,6.3055,0.0,0.0,13.8366,2.5181,Cold
