File_ID,Access_Frequency,Frequnecy_of_Access,File_Size,File_Lifecycle_Stage,Modification_Frequency,File_Age,Storage_Tier,Storage_Tier_Encoded
File_1080,0.0522,0.0956,0.2869,0.7177,0.3165,0.0,Warm,1
File_1081,0.2319,0.5268,0.0,0.0,0.4417,0.2057,Warm,1
File_1082,0.4774,0.2552,0.4745,0.8764,0.5196,0.0,Hot,2
File_1083,0.8057,0.6314,0.0,0.0,0.4362,0.2782,Warm,1
File_1084,0.376,0.2547,0.0,0.0,0.3096,0.2844,Cold,0
File_1085,0.405,0.1013,0.0,0.0,0.4474,0.3944,Cold,0
File_1086,0.3996,0.3561,0.1084,0.2439,0.2183,0.4304,Warm,1
File_1087,0.4185,0.1551,0.132,0.7823,0.242,0.0,Warm,1
File_1088,0.3331,0.1109,0.6014,0.626,0.6151,0.0,Warm,1
File_1089,0.0928,0.1142,0.8371,0.9636,0.0533,0.0,Warm,1
File_1090,0.1941,0.2137,0.5236,0.664,0.4595,0.0,Warm,1
File_1091,0.5671,0.7607,0.0579,0.1505,0.2902,0.3789,Warm,1
File_1092,0.0936,0.2062,0.1007,0.0677,0.2667,0.1054,Cold,0
File_1093,0.4915,0.0741,0.6446,0.7033,0.1617,0.0,Warm,1
File_1094,0.7086,0.3483,0.0,0.0,0.4148,0.2413,Warm,1
File_1095,0.711,0.6357,0.3726,0.2789,0.0256,0.3015,Warm,1
File_1096,0.3145,0.0649,0.364,0.6301,0.3907,0.0,Warm,1
File_1097,0.1096,0.5575,0.1646,0.4934,0.0547,0.7755,Warm,1
File_1098,0.9587,0.9947,0.0,0.0,0.2855,0.1259,Hot,2
File_1099,0.5822,0.8268,0.0,0.0,0.7947,0.18,Hot,2
File_1100,0.0386,0.2538,0.7223,0.2046,0.2239,0.0,Warm,1
File_1101,0.3532,0.8044,0.3354,0.1066,0.0159,0.5199,Warm,1
File_1102,0.2241,0.4174,0.337,0.1518,0.3023,0.5724,Warm,1
File_1103,0.6908,0.5019,0.3664,0.1099,0.2043,0.8786,Warm,1
File_1104,0.9071,0.1913,0.0,0.0,0.5526,0.2962,Warm,1
File_1105,0.7316,0.3925,0.0,0.0,0.2431,0.1548,Warm,1
File_1106,0.4831,0.1966,0.7365,1.0,0.1416,0.0,Hot,2
File_1107,0.573,0.6246,0.1069,0.0715,0.1035,0.3232,Warm,1
File_1108,0.618,0.7153,0.1324,0.0703,0.0108,0.5494,Warm,1
File_1109,0.6473,0.8244,0.0,0.0,0.9398,0.1581,Hot,2
File_1110,0.7762,0.1779,0.1759,0.4402,0.2289,0.4272,Warm,1
File_1111,0.1185,0.8567,0.0,0.0,0.6479,0.2591,Warm,1
File_1112,0.8121,0.5855,0.4492,0.4277,0.1866,0.6841,Hot,2
File_1113,0.0399,0.2055,1.0,0.925,0.2873,0.0,Warm,1
File_1114,0.2171,0.0943,0.2766,0.6529,0.563,0.0,Warm,1
File_1115,0.8315,0.0749,0.0,0.0,0.5131,0.1659,Warm,1
File_1116,0.6169,0.7637,0.0,0.0,0.199,0.3943,Warm,1
File_1117,0.179,0.0741,0.3377,0.1331,0.2146,0.0,Cold,0
File_1118,0.9658,0.0842,0.0,0.0,0.3008,0.2327,Warm,1
File_1119,0.2411,0.2412,0.2941,0.7841,0.2935,0.0,Warm,1
File_1120,0.3781,0.2637,0.4313,0.7496,0.1713,0.0,Warm,1
File_1121,0.5067,0.0857,0.9837,0.7358,0.4998,0.0,Hot,2
File_1122,0.367,0.5647,0.0842,0.4143,0.1954,0.6709,Warm,1
File_1123,0.3257,0.0987,0.2711,0.967,0.2576,0.0,Warm,1
File_1124,0.6039,0.5654,0.2083,0.4525,0.1699,0.3422,Warm,1
File_1125,0.1019,0.2,0.2523,0.3101,0.0607,0.394,Cold,0
File_1126,0.0324,0.0896,0.1073,0.2255,0.0908,0.6247,Cold,0
File_1127,0.2929,0.3518,0.4591,0.3515,0.0449,0.3324,Warm,1
File_1128,0.4049,0.6006,0.0,0.0,0.116,0.2589,Warm,1
File_1129,0.186,0.3067,0.2353,0.5489,0.5424,0.0,Warm,1
File_1130,0.5662,0.7705,0.3808,0.4267,0.0632,0.7173,Hot,2
File_1131,0.4517,0.1335,0.4465,0.1576,0.1478,0.0,Warm,1
File_1132,0.9723,0.1623,0.0,0.0,0.237,0.4838,Warm,1
File_1133,0.1922,0.1855,0.228,0.6989,0.6204,0.0,Warm,1
File_1134,0.4802,0.5562,0.4387,0.4191,0.2493,0.1725,Warm,1
File_1135,0.2368,0.2363,0.875,0.39,0.6201,0.0,Hot,2
File_1136,0.3496,0.8242,0.0,0.0,0.7603,0.3168,Warm,1
File_1137,0.821,0.2253,0.0,0.0,0.7694,0.4908,Warm,1
File_1138,0.1417,0.5666,0.0,0.0,0.3342,0.4579,Cold,0
File_1139,0.1206,0.0086,0.8014,0.8538,0.3236,0.0,Warm,1
File_1140,0.1199,0.0855,0.6399,0.8484,0.3915,0.0,Warm,1
File_1141,0.1105,0.3352,0.4201,0.4484,0.1086,0.5301,Warm,1
File_1142,0.6601,0.8359,0.0,0.0,0.7549,0.0568,Hot,2
File_1143,0.4677,0.0569,0.9128,0.3274,0.2276,0.0,Warm,1
File_1144,0.5246,0.238,0.2277,0.6941,0.6367,0.0,Warm,1
File_1145,0.4248,0.2983,0.4754,0.8616,0.3796,0.0,Warm,1
File_1146,0.4434,0.5498,0.1438,0.4412,0.1017,0.9165,Warm,1
File_1147,0.4224,0.7389,0.0,0.0,0.864,0.0672,Warm,1
File_1148,0.453,0.126,0.8601,0.8662,0.3461,0.0,Hot,2
File_1149,0.2471,0.1563,0.59,0.4644,0.5009,0.0,Warm,1
File_1150,0.063,0.9772,0.0,0.0,0.4048,0.0778,Warm,1
File_1151,0.2927,0.2196,0.2431,0.1556,0.0876,0.1055,Cold,0
File_1152,0.2976,0.9544,0.0,0.0,0.7951,0.2603,Warm,1
File_1153,0.0422,0.4002,0.4668,0.242,0.2466,0.2973,Warm,1
File_1154,0.551,0.1841,0.1289,0.3051,0.1416,0.4197,Warm,1
File_1155,0.0102,0.0665,0.773,0.4369,0.0595,0.0,Cold,0
File_1156,0.3554,0.1598,0.0,0.0,0.7234,0.2003,Warm,1
File_1157,0.3805,0.3187,0.0,0.0,0.0828,0.394,Cold,0
File_1158,0.4377,0.4296,0.2357,0.094,0.0187,0.4107,Warm,1
File_1159,0.4691,0.5186,0.1407,0.3765,0.0523,0.6111,Warm,1
File_1160,0.5154,0.0214,0.855,0.3545,0.589,0.0,Hot,2
File_1161,0.3599,0.8405,0.0,0.0,0.4844,0.1634,Warm,1
File_1162,0.0676,0.2307,0.2444,0.6988,0.0358,0.0,Cold,0
File_1163,0.1697,0.5412,0.0,0.0,0.386,0.2596,Cold,0
File_1164,0.4163,0.4226,0.0,0.0,0.1936,0.2797,Cold,0
File_1165,0.1525,0.6896,0.3834,0.4882,0.2127,0.1916,Warm,1
File_1166,0.0987,0.647,0.3431,0.4609,0.0595,0.7955,Warm,1
File_1167,0.2382,0.3013,0.1165,0.8305,0.5251,0.0,Warm,1
File_1168,0.3357,0.7016,0.0,0.0,0.2301,0.2937,Warm,1
File_1169,0.1409,0.2841,0.8379,0.1217,0.1519,0.0,Warm,1
File_1170,0.0638,0.1113,0.6967,0.6948,0.2263,0.0,Warm,1
File_1171,0.0439,0.9172,0.0,0.0,0.9772,0.4724,Warm,1
File_1172,0.2534,0.1525,0.9542,0.2337,0.5864,0.0,Warm,1
File_1173,0.1924,0.1047,0.8601,0.5174,0.1812,0.0,Warm,1
File_1174,0.4722,0.1444,0.5454,0.2697,0.1535,0.0,Warm,1
File_1175,0.0653,0.7137,0.4525,0.1344,0.211,0.3198,Warm,1
File_1176,0.2343,0.241,0.2557,0.8295,0.3515,0.0,Warm,1
File_1177,0.6367,0.764,0.4592,0.2987,0.2806,0.5773,Hot,2
File_1178,0.8116,0.4573,0.1512,0.435,0.0855,0.3881,Warm,1
File_1179,0.2429,0.5168,0.0879,0.2735,0.2931,0.973,Warm,1
File_1180,0.8455,0.5732,0.1221,0.4436,0.0249,0.4987,Warm,1
File_1181,0.5054,0.0984,0.8378,0.5665,0.1724,0.0,Warm,1
File_1182,0.3838,0.5728,0.0,0.0,0.9019,0.3364,Warm,1
File_1183,0.6057,0.2618,0.0,0.0,0.2446,0.2573,Warm,1
File_1184,0.5865,0.0745,0.4189,0.1072,0.2776,0.5997,Warm,1
File_1185,0.5315,0.1855,0.0,0.0,0.5037,0.4456,Warm,1
File_1186,0.0459,0.2168,0.9831,0.8246,0.5635,0.0,Hot,2
File_1187,0.2377,0.1973,0.5406,0.5178,0.3413,0.0,Warm,1
File_1188,0.1408,0.1042,0.1581,0.6103,0.5792,0.0,Warm,1
File_1189,0.0843,0.1584,0.3432,0.0595,0.0556,0.6581,Cold,0
File_1190,0.9285,0.4456,0.0,0.0,0.5622,0.2297,Warm,1
File_1191,0.9322,0.4238,0.0,0.0,0.7105,0.2222,Warm,1
File_1192,0.5899,0.3995,0.0,0.0,0.2238,0.145,Warm,1
File_1193,0.5515,0.4991,0.0,0.0,0.0869,0.1063,Cold,0
File_1194,0.092,1.0,0.0,0.0,0.169,0.2632,Warm,1
File_1195,0.0193,0.1791,0.725,0.5866,0.3427,0.0,Warm,1
File_1196,0.1567,0.0067,0.4277,0.5461,0.5069,0.0,Warm,1
File_1197,0.2664,0.116,0.0,0.0,0.8291,0.183,Warm,1
File_1198,0.2273,0.2418,0.0,0.0,0.5402,0.3852,Cold,0
File_1199,0.0256,0.0519,0.3026,0.2363,0.4434,0.0,Cold,0
File_1200,0.2832,0.7607,0.0,0.0,0.9442,0.1557,Warm,1
File_1201,0.3074,0.1173,0.6988,0.7484,0.507,0.0,Warm,1
File_1202,0.4139,0.5381,0.0,0.0,0.5996,0.1081,Warm,1
File_1203,0.6793,0.2242,0.0,0.0,0.3711,0.0773,Warm,1
File_1204,0.471,0.5398,0.0,0.0,0.8479,0.1007,Warm,1
File_1205,0.2013,0.2513,0.0,0.0,0.4242,0.0697,Cold,0
File_1206,0.3941,0.55,0.3992,0.2447,0.0407,0.4927,Warm,1
File_1207,0.0076,0.0831,0.1213,0.2374,0.5671,0.0,Cold,0
File_1208,0.1435,0.0493,0.7683,0.3493,0.2766,0.0,Warm,1
File_1209,0.6576,0.7316,0.3818,0.1834,0.0925,0.9748,Hot,2
File_1210,0.13,0.5563,0.3462,0.3277,0.0505,0.1086,Warm,1
File_1211,0.2084,0.1791,0.2436,0.8859,0.5965,0.0,Warm,1
File_1212,0.4225,0.7927,0.4977,0.2275,0.0303,0.9895,Hot,2
File_1213,0.5307,0.27,0.134,0.2523,0.2002,0.2761,Warm,1
File_1214,0.5537,0.2013,0.4473,0.2436,0.1357,0.1686,Warm,1
File_1215,0.474,0.2778,0.2294,0.987,0.4095,0.0,Warm,1
File_1216,0.3867,0.6595,0.4202,0.4872,0.2347,0.6218,Hot,2
File_1217,0.593,0.3783,0.0652,0.1974,0.1168,0.3654,Warm,1
File_1218,0.703,0.6647,0.1142,0.0881,0.0563,0.5432,Warm,1
File_1219,0.6326,0.3972,0.105,0.3795,0.0785,0.4405,Warm,1
File_1220,0.2115,0.7192,0.2249,0.3651,0.2167,0.6527,Warm,1
File_1221,0.2968,0.5597,0.4824,0.3876,0.1975,0.3076,Warm,1
File_1222,0.2981,0.1229,0.0,0.0,0.651,0.1385,Cold,0
File_1223,0.1067,0.6672,0.0,0.0,0.6911,0.4158,Warm,1
File_1224,0.44,0.1395,0.1454,0.8874,0.44,0.0,Warm,1
File_1225,0.2325,0.0984,0.0,0.0,0.2048,0.0763,Cold,0
File_1226,0.1922,0.3007,0.8297,0.4233,0.0396,0.0,Warm,1
File_1227,0.8277,0.5882,0.1767,0.4678,0.1141,0.3637,Warm,1
File_1228,0.0502,0.6123,0.0,0.0,0.436,0.3056,Cold,0
File_1229,0.3412,0.0343,0.7487,0.3511,0.6318,0.0,Warm,1
File_1230,0.1876,0.5457,0.3335,0.4216,0.2996,0.8695,Warm,1
File_1231,0.1911,0.1166,0.0,0.0,0.9463,0.4587,Warm,1
File_1232,0.9563,0.2297,0.0,0.0,0.2892,0.1066,Warm,1
File_1233,0.1193,0.0897,0.1043,0.3289,0.2358,0.3159,Cold,0
File_1234,0.1442,0.0567,0.3484,0.4697,0.0094,0.1126,Cold,0
File_1235,0.1201,0.8011,0.0,0.0,0.6351,0.4029,Warm,1
File_1236,0.2616,0.2617,0.9122,0.8122,0.3836,0.0,Hot,2
File_1237,0.3414,0.5834,0.0,0.0,0.6075,0.2672,Warm,1
File_1238,0.7372,0.4358,0.0,0.0,0.2326,0.1935,Warm,1
File_1239,0.5219,0.0733,0.0,0.0,0.8233,0.4483,Warm,1
File_1240,0.171,0.2069,0.8133,0.2177,0.4175,0.0,Warm,1
File_1241,0.47,0.1036,0.7839,0.8532,0.4662,0.0,Hot,2
File_1242,0.6639,0.2577,0.4854,0.4839,0.1095,0.4205,Warm,1
File_1243,0.3793,0.228,0.2337,0.8343,0.6197,0.0,Warm,1
File_1244,0.1313,0.1961,0.2863,0.7074,0.4567,0.0,Warm,1
File_1245,0.2668,0.2877,0.9825,0.3797,0.4415,0.0,Hot,2
File_1246,0.6486,0.8154,0.3651,0.4749,0.3071,0.9163,Hot,2
File_1247,0.3103,0.0361,0.6175,0.6595,0.5085,0.0,Warm,1
File_1248,0.3894,0.8933,0.0,0.0,0.4567,0.2969,Warm,1
File_1249,0.349,0.5597,0.0566,0.3771,0.3062,0.703,Warm,1
File_1250,0.6469,0.4086,0.3084,0.2242,0.1106,0.9063,Warm,1
File_1251,0.3789,0.3331,0.0,0.0,0.7003,0.2453,Warm,1
File_1252,0.2252,0.8364,0.0,0.0,0.4419,0.2836,Warm,1
File_1253,0.2055,0.1687,0.0,0.0,0.2643,0.332,Cold,0
File_1254,0.4148,0.7154,0.2399,0.3202,0.225,0.8602,Warm,1
File_1255,0.7191,0.118,0.066,0.0528,0.2306,0.2994,Warm,1
File_1256,0.2867,0.3022,0.1093,0.4129,0.2959,0.7975,Warm,1
File_1257,0.04,0.1244,0.988,0.5236,0.2345,0.0,Warm,1
File_1258,0.0625,0.6759,0.0583,0.2997,0.3063,0.2254,Warm,1
File_1259,0.0504,0.2251,0.6238,0.785,0.6116,0.0,Warm,1
File_1260,0.3733,0.5476,0.2452,0.067,0.1915,0.9776,Warm,1
File_1261,0.1835,0.2968,0.2714,0.3129,0.6478,0.0,Warm,1
File_1262,0.3847,0.331,0.2488,0.2466,0.026,0.6316,Warm,1
File_1263,0.4235,0.4289,0.1202,0.0925,0.3025,0.6895,Warm,1
File_1264,0.2155,0.055,0.4353,0.9458,0.077,0.0,Warm,1
File_1265,0.4572,0.0656,0.4055,0.4898,0.1759,0.5694,Warm,1
File_1266,0.8296,0.1157,0.0,0.0,0.2019,0.3353,Warm,1
File_1267,0.9836,0.2236,0.0,0.0,0.3132,0.4675,Warm,1
File_1268,0.3064,0.1405,0.3711,0.1679,0.5791,0.0,Warm,1
File_1269,0.4103,0.3326,0.2052,0.1388,0.2522,0.2383,Warm,1
File_1270,0.875,0.8622,0.0,0.0,0.7015,0.3507,Hot,2
File_1271,0.414,0.8988,0.0,0.0,0.2363,0.4443,Warm,1
File_1272,0.1909,0.0876,0.78,0.2468,0.2628,0.0,Warm,1
File_1273,0.4233,0.3393,0.0,0.0,0.7695,0.4017,Warm,1
File_1274,0.2663,0.2838,0.3916,0.476,0.2688,0.9127,Warm,1
File_1275,0.1384,0.1375,0.6872,0.7975,0.1618,0.0,Warm,1
File_1276,0.5777,0.1735,0.0,0.0,0.279,0.0805,Cold,0
File_1277,0.2633,0.5589,0.0,0.0,0.4545,0.1943,Warm,1
File_1278,0.7094,0.2826,0.3913,0.1659,0.2031,0.6368,Warm,1
File_1279,0.662,0.4853,0.3252,0.4047,0.2091,0.8941,Hot,2
File_1280,0.4224,0.0729,0.8901,0.7567,0.4571,0.0,Hot,2
File_1281,0.257,0.798,0.4147,0.1846,0.2861,0.9972,Warm,1
File_1282,0.3711,0.2355,0.8107,0.9428,0.6048,0.0,Hot,2
File_1283,0.7684,0.5904,0.0,0.0,0.1186,0.4982,Warm,1
File_1284,0.4175,0.4227,0.3466,0.3438,0.2401,0.7435,Warm,1
File_1285,0.7297,0.5744,0.0,0.0,0.9905,0.0816,Hot,2
File_1286,0.1598,0.1795,0.0,0.0,0.2003,0.2207,Cold,0
File_1287,0.7918,0.4945,0.0,0.0,0.6537,0.3521,Warm,1
File_1288,0.2404,0.2598,0.908,0.7473,0.0582,0.0,Warm,1
File_1289,0.069,0.1508,0.4722,0.4151,0.0722,0.0,Cold,0
File_1290,0.6974,0.7583,0.0,0.0,0.7572,0.3438,Hot,2
File_1291,0.0208,0.0142,0.8833,0.7885,0.5658,0.0,Warm,1
File_1292,0.4845,0.2301,0.39,0.9755,0.4098,0.0,Warm,1
File_1293,0.1612,0.8785,0.0,0.0,0.12,0.0625,Cold,0
File_1294,0.0536,0.8294,0.0,0.0,0.6918,0.2975,Warm,1
File_1295,0.2331,0.5009,0.0,0.0,0.1203,0.4532,Cold,0
File_1296,0.1964,0.5876,0.4381,0.1938,0.0784,0.8662,Warm,1
File_1297,0.4377,0.2353,0.4135,0.3372,0.1591,0.0,Warm,1
File_1298,0.233,0.3062,0.3011,0.1107,0.27,0.0,Cold,0
File_1299,0.7601,0.502,0.2807,0.1568,0.0199,0.7799,Warm,1
File_1300,0.4936,0.7226,0.1688,0.1912,0.2819,0.7163,Warm,1
File_1301,0.5773,0.7821,0.0,0.0,0.2815,0.1661,Warm,1
File_1302,0.3082,0.2507,0.3507,0.2737,0.6491,0.0,Warm,1
File_1303,0.8362,0.2507,0.0,0.0,0.1386,0.0799,Warm,1
File_1304,0.2178,0.503,0.1394,0.1182,0.0471,0.4526,Cold,0
File_1305,0.5477,0.2131,0.0,0.0,0.3871,0.4938,Warm,1
File_1306,0.8165,0.2628,0.0,0.0,0.2637,0.3462,Warm,1
File_1307,0.6251,0.7881,0.0,0.0,0.3632,0.1544,Warm,1
File_1308,0.4163,0.1536,0.0,0.0,0.3746,0.2638,Cold,0
File_1309,0.1149,0.7442,0.1845,0.2881,0.1287,0.7489,Warm,1
File_1310,0.6576,0.6377,0.2348,0.1764,0.2855,0.2954,Warm,1
File_1311,0.1106,0.1328,0.9543,0.1039,0.3308,0.0,Warm,1
File_1312,0.6128,0.4811,0.0839,0.0995,0.1276,0.9506,Warm,1
File_1313,0.0706,0.7015,0.4691,0.0739,0.2842,0.4016,Warm,1
File_1314,0.2957,0.5517,0.0668,0.2849,0.202,0.6772,Warm,1
File_1315,0.4302,0.8135,0.0,0.0,0.9949,0.4091,Hot,2
File_1316,0.6779,0.3945,0.0,0.0,0.3492,0.1513,Warm,1
File_1317,0.3993,0.5508,0.3779,0.4559,0.1177,0.5929,Warm,1
File_1318,0.7842,0.1806,0.3334,0.3562,0.0675,0.1564,Warm,1
File_1319,0.1665,0.2282,0.3455,0.2689,0.2763,0.7248,Warm,1
File_1320,0.6718,0.3407,0.3111,0.3058,0.2534,0.7404,Warm,1
File_1321,0.6271,0.9171,0.0,0.0,0.1855,0.131,Warm,1
File_1322,0.531,0.0164,0.8307,0.1862,0.3057,0.0,Warm,1
File_1323,0.7834,0.8234,0.0,0.0,0.1421,0.218,Warm,1
File_1324,0.588,0.7558,0.3228,0.411,0.3051,0.4986,Hot,2
File_1325,0.5072,0.2036,0.134,0.1543,0.456,0.0,Warm,1
File_1326,0.3757,0.0969,0.3314,0.275,0.2848,0.4872,Warm,1
File_1327,0.2642,0.2463,0.9625,0.6273,0.1135,0.0,Warm,1
File_1328,0.0418,0.1232,0.9049,0.3248,0.4179,0.0,Warm,1
File_1329,0.3909,0.5775,0.1358,0.1442,0.0339,0.4812,Warm,1
File_1330,0.5469,0.2882,0.486,0.1071,0.0865,0.9001,Warm,1
File_1331,0.1563,0.8183,0.0,0.0,0.3811,0.1113,Warm,1
File_1332,0.4869,0.2237,0.5106,0.3907,0.1949,0.0,Warm,1
File_1333,0.8797,0.3462,0.0,0.0,0.8511,0.1348,Warm,1
File_1334,0.1569,0.0533,0.9603,0.5222,0.4499,0.0,Warm,1
File_1335,0.4582,0.1787,0.4559,0.4334,0.1836,0.0,Warm,1
File_1336,0.5185,0.5533,0.0,0.0,0.9595,0.1148,Warm,1
File_1337,0.4654,0.1539,0.0,0.0,0.2149,0.2828,Cold,0
File_1338,0.1965,0.152,0.879,0.549,0.2403,0.0,Warm,1
File_1339,0.1915,0.5099,0.2488,0.3931,0.0015,0.8369,Warm,1
File_1340,0.0435,0.0566,0.5402,0.5456,0.4344,0.0,Warm,1
File_1341,0.7721,0.3948,0.0605,0.3898,0.2002,0.256,Warm,1
File_1342,0.5915,0.9357,0.0,0.0,0.1068,0.1462,Warm,1
File_1343,0.9098,0.7267,0.0,0.0,0.5984,0.0842,Hot,2
File_1344,0.4668,0.9573,0.0,0.0,0.5735,0.3014,Warm,1
File_1345,0.0195,0.0559,0.4178,0.5958,0.113,0.0,Cold,0
File_1346,0.5006,0.2998,0.5698,0.2314,0.186,0.0,Warm,1
File_1347,0.217,0.6821,0.3627,0.1066,0.1001,0.6425,Warm,1
File_1348,0.5419,0.2027,0.0,0.0,0.4429,0.4839,Warm,1
File_1349,0.6379,0.2555,0.3303,0.0663,0.2353,0.6763,Warm,1
File_1350,0.2752,0.668,0.3816,0.493,0.1992,0.5657,Warm,1
File_1351,0.663,0.316,0.0,0.0,0.6081,0.0937,Warm,1
File_1352,0.0066,0.0588,0.416,0.2129,0.1816,0.0,Cold,0
File_1353,0.4845,0.2861,0.0,0.0,0.0964,0.0689,Cold,0
File_1354,0.496,0.2469,0.0,0.0,0.5033,0.3186,Warm,1
File_1355,0.8825,0.2258,0.0,0.0,0.3904,0.1344,Warm,1
File_1356,0.2641,0.1025,0.1766,0.953,0.4064,0.0,Warm,1
File_1357,0.071,0.125,0.1477,0.2533,0.222,0.4902,Cold,0
File_1358,0.6994,0.8601,0.0,0.0,0.8525,0.0762,Hot,2
File_1359,0.2989,0.8148,0.1882,0.4677,0.1043,0.2735,Warm,1
File_1360,0.507,0.1199,0.0,0.0,0.5935,0.4691,Warm,1
File_1361,0.2605,0.7394,0.2874,0.1745,0.1206,0.2907,Warm,1
File_1362,0.7434,0.8494,0.0,0.0,0.3622,0.1488,Warm,1
File_1363,0.2208,0.1469,0.9489,0.7984,0.6429,0.0,Hot,2
File_1364,0.8055,0.6173,0.0,0.0,0.8869,0.2161,Hot,2
File_1365,0.5875,0.7089,0.1069,0.1304,0.0343,0.7977,Warm,1
File_1366,0.2226,0.0,0.6069,0.4779,0.2245,0.0,Warm,1
File_1367,0.1569,0.4719,0.1683,0.3298,0.0438,0.1439,Cold,0
File_1368,0.0809,0.4535,0.4224,0.4333,0.0808,0.6594,Warm,1
File_1369,0.0956,0.0748,0.2541,0.7332,0.3694,0.0,Warm,1
File_1370,0.3971,0.1637,0.4215,0.6906,0.0735,0.0,Warm,1
File_1371,0.3373,0.2596,0.5692,0.5609,0.3551,0.0,Warm,1
File_1372,0.6634,0.0593,0.2352,0.0865,0.003,0.8416,Warm,1
File_1373,0.4511,0.2801,0.1243,0.1616,0.14,0.6711,Warm,1
File_1374,0.7813,0.5382,0.0,0.0,0.1477,0.1793,Warm,1
File_1375,0.336,0.8399,0.0,0.0,0.1006,0.448,Warm,1
File_1376,0.4292,0.2622,0.26,0.2397,0.3745,0.0,Warm,1
File_1377,0.3393,0.1826,0.3776,0.1214,0.0882,0.5756,Warm,1
File_1378,0.6444,0.5363,0.1739,0.1781,0.2698,0.7766,Warm,1
File_1379,0.0453,0.6812,0.2092,0.4257,0.0485,0.4674,Warm,1
File_1380,0.4265,0.0911,0.4044,0.4949,0.1356,0.155,Warm,1
File_1381,0.9906,0.6149,0.0,0.0,0.6815,0.1711,Hot,2
File_1382,0.9127,0.5696,0.0,0.0,0.4394,0.3094,Warm,1
File_1383,0.9986,0.668,0.0,0.0,0.7302,0.2263,Hot,2
File_1384,0.4401,0.8028,0.0,0.0,0.1336,0.1375,Warm,1
File_1385,0.0902,0.0901,0.2852,0.0711,0.0909,0.1593,Cold,0
File_1386,0.1429,0.3012,0.2092,0.9179,0.1503,0.0,Warm,1
File_1387,0.9805,0.557,0.0,0.0,0.5953,0.0609,Warm,1
File_1388,0.2207,0.2968,0.4658,0.4756,0.4143,0.0,Warm,1
File_1389,0.1274,0.868,0.0,0.0,0.5902,0.1454,Warm,1
File_1390,0.817,0.5058,0.3999,0.4657,0.0718,0.5513,Hot,2
File_1391,0.7566,0.4045,0.0,0.0,0.6093,0.0969,Warm,1
File_1392,0.4916,0.0139,0.6156,0.2056,0.1173,0.0,Warm,1
File_1393,0.7936,0.1537,0.0,0.0,0.4101,0.4207,Warm,1
File_1394,0.5213,0.3065,0.7439,0.7797,0.5517,0.0,Hot,2
File_1395,0.0577,0.1459,0.572,0.4174,0.2929,0.0,Warm,1
File_1396,0.0567,0.4464,0.2514,0.4797,0.0501,0.1959,Cold,0
File_1397,0.5437,0.3241,0.1562,0.3352,0.0717,0.6428,Warm,1
File_1398,0.6026,0.9429,0.0,0.0,0.2116,0.083,Warm,1
File_1399,0.4952,0.6771,0.2074,0.2635,0.297,0.4171,Warm,1
File_1400,0.0462,0.1414,0.7739,0.943,0.2728,0.0,Warm,1
File_1401,0.0595,0.2245,0.228,0.4365,0.2649,0.5441,Warm,1
File_1402,0.3924,0.7576,0.223,0.3069,0.0272,0.8321,Warm,1
File_1403,0.8637,0.5238,0.0,0.0,0.9264,0.3493,Hot,2
File_1404,0.0456,0.2586,0.0,0.0,0.8252,0.0934,Cold,0
File_1405,0.2735,0.3337,0.4934,0.1528,0.2052,0.8085,Warm,1
File_1406,0.2476,0.1693,0.7756,0.6993,0.2692,0.0,Warm,1
File_1407,0.3662,0.9953,0.0,0.0,0.1184,0.3424,Warm,1
File_1408,0.0059,0.2005,0.7445,0.2428,0.0921,0.0,Cold,0
File_1409,0.824,0.8376,0.0,0.0,0.0909,0.0885,Warm,1
File_1410,0.5931,0.8854,0.0,0.0,0.6894,0.4144,Hot,2
File_1411,0.7119,0.1093,0.0533,0.2036,0.2398,0.7899,Warm,1
File_1412,0.294,0.2064,0.2395,0.8008,0.1604,0.0,Warm,1
File_1413,0.3413,0.2895,0.2893,0.832,0.3549,0.0,Warm,1
File_1414,0.3827,0.6848,0.4682,0.2568,0.2562,0.5481,Warm,1
File_1415,0.1398,0.2926,0.3729,0.666,0.2665,0.0,Warm,1
File_1416,0.2484,0.1592,0.0,0.0,0.4268,0.2897,Cold,0
File_1417,0.4617,0.8248,0.0,0.0,0.1847,0.071,Warm,1
File_1418,0.3902,0.1991,0.7356,0.5427,0.5168,0.0,Warm,1
File_1419,0.2461,0.095,0.7571,0.9695,0.2934,0.0,Warm,1
File_1420,0.4635,0.2194,0.6216,0.4592,0.5525,0.0,Warm,1
File_1421,0.059,0.2181,0.0,0.0,0.8898,0.3489,Warm,1
File_1422,0.1029,0.3114,0.0,0.0,0.9466,0.201,Warm,1
File_1423,0.4148,0.1162,0.8177,0.3609,0.1691,0.0,Warm,1
File_1424,0.6202,0.6604,0.3042,0.2941,0.3047,0.3417,Hot,2
File_1425,0.6764,0.715,0.0,0.0,0.3962,0.4791,Warm,1
File_1426,0.8332,0.884,0.0,0.0,0.9899,0.3971,Hot,2
File_1427,0.1277,0.1557,0.1172,0.5105,0.653,0.0,Warm,1
File_1428,0.5449,0.1671,0.1094,0.3745,0.4174,0.0,Warm,1
File_1429,0.3508,0.1704,0.1326,0.5068,0.1562,0.0,Cold,0
File_1430,0.6798,0.1635,0.4479,0.2913,0.0997,0.3,Warm,1
File_1431,0.0713,0.252,0.9942,0.9447,0.1587,0.0,Warm,1
